spm,svar
"Hei,Vi søkte om tilgang til Maskinporten og vår økonomisjef Cecilie Gjerdene signerte en avtale med dere 23. november 2023. Vi har også delegert rettigheter til vår leverandør twoday Avento i Maskinporten. Vi er i en prosess hvor vi har søkt om 2 api’er, men vet ikke når og om vi får tilgang til disse. Vi har derved ikke tatt i bruk noen api’er ennå og antar det ikke vil påløpe noen kostnader for vår tilgang til Maskinporten så lenge vi ikke har tatt i bruk api’er, men det er fint om dere kan bekrefte dette? Hører fra dere.","Hei, det er API-tilbyder som tar kostnaden i Maskinporten. Det er gratis å bli API-konsument."
"Hei!  Kan jeg få litt informasjon? Conta AS og Selskapsetablering AS er søsterselskaper og bruker samme epost-domene. CTO i Conta kan ikke huske å ha vært borti Maskinporten tidligere, men mulig noen andre i selskapet har det. Har dere noen kontaktperson eller en e-post vi kan få for å nøste opp i dette?","Skjønner. Ingen av de selskapene er registrert som en underenhet av den andre, så vi kunne ikke se det. For å se hvilke integrasjoner og registrerte kontaktpersoner m.m. kan dere logge inn på samarbeidsportalen vår https://samarbeid.digdir.no/ med sin @conta.no e-post adresse. Har du ikke bruker, så oppretter dere bare en. For å løse dette med tilgang til Selskapsetablering AS, kan vi gi direktetilgang til en spesifikk e-post adresse. Grunnen til dette er at tilgangen til samarbeidsportalen er domenebasert og siden Conta AS har tilgang basert på @conta.no domenet, så må vi gi enkelttilgang som er e-post spesifikk. Det jeg trenger da er en e-post adresse jeg kan sette opp som bruker."
"Hei, eg har nett tatt over oppgåve om å sette opp API tilgang til Maskinporten og skulle gjerne bestilt testmiljø og prefix.Eg er usikker på kva som har vert gjort før, so om testmiljø allereie er bestilt so har eg ikkje fått prefix frå tidlegare, prefix dukka heller ikkje opp i «Prefix» rullegardinmenyen i opprett nytt Scope.",Hei. Prefix er for tilbydar. de skal konsumere frå ein tilbydar sitt api og treng ikkje eigne scopes - de kan sjå vekk frå dokumentasjonen som går på tilbydar av APIet.
"Hei, eg har nett tatt over oppgåve om å sette opp API tilgang til Maskinporten og skulle gjerne bestilt testmiljø og prefix. Korleis ordne dette? Virksomhetssertifikat eller JWT, Kva vil vere mest hensiktsmessig for oss som berre skal bruke APIet maskinelt?Vi mangla virksomhetssertifikat, korleis kan vi få det?(Treng vi det?)Eg synst dokumentasjonen (https://docs.digdir.no/docs/Maskinporten/maskinporten_guide_apikonsument) er veldig vanskelig å følgje, og har lite kontekst synst eg.Eg har og vanskelig for å skjønne meg på forklaringa der om JWT-basert tokenforespørsel (punkt 5 i dokumentasjonen.) eksempelet nederst fekk eg ikkje til å fungere.Er der nokre gode eksempel ein plass eller kan du gje meg eit anna godt eksempel?","De kan nytta virksomhetssertifikat eller asymmetriske nøklar i ein JWT, det er litt opp til dykk sjølve. Dokumentasjonen på JWT finn de her: https://docs.digdir.no/docs/Maskinporten/maskinporten_protocol_jwtgrant. Når det gjeld dokumentasjon så er det lite kontekst mot spesifikke løysingar på våre sider, fordi det er uendeleg med måtar å sette opp ein integrasjon på. Vil anbefale deg å sjå på Altinn eller Skatteetaten sin eigen dokumentasjon (avhengig av kven de skal konsumere frå) den er relevant til akkurat det de skal setje opp."
Hei! Vi har en tjeneste Aktiv kommune som bruker veldig lang tid på autentisering mot idporten.Er det noe dere kjenner til ? Browser venter i opp til 2 minutter på https://login.idporten.no/consentID-portenInnlogging til norske offentlige tjenesterlogin.idporten.no,"Hei. Ikkje noko som er kjent for oss. De kan finna statusmeldingar for våre løysingar her: https://status.digdir.no/. Har du ein client_ID, så kan me eventuelt feilsøka vidare?"
"Hei.Jeg har fulgt denne: https://altinn.github.io/docs/api/rest/kom-i-gang/tutorial-postman/maskinporten-requests/ . I deres postman collection får jeg svar på Last ned jsrsasign-js til environment.Men når jeg da prøver: Maskinporten Token får jeg bare:""error_description"": ""Invalid assertion. Client authentication failed. Expired JWT. (trace_id: 32a1ea53ea24867cd005957432aae67a)"",    ""error_uri"": ""https://ver2.maskinporten.no/errors/MP-130""Noen forslag?",Hei. Ver2-miljøet eksisterer ikkje lenger / er skrudd av. Finn nye endepunkt her: https://docs.digdir.no/docs/Maskinporten/maskinporten_func_wellknown.html
"Prøver endepunkt her https://docs.digdir.no/docs/Maskinporten/maskinporten_func_wellknown.html , for å komme i gang med maskinporten requests. Men vi skal bruke en av statens vegvesen sine scopes, og det er litt uklart for meg om vi MÅ ha virkshometssertifikat for å kunne bruke det.Hos digidir står det: Virksomheter kan autentisere seg i Maskinporten med virksomhetssertifikat eller assymetriske nøklermens hos statens vegvesen står det: Bruk av Maskinporten forutsetter at virksomheten bestiller et virksomhetssertifikat hvis virksomheten ikke har dette fra før.Er det slik at tilbyder (Statens vegvesen) bestemmer dette selv?","Hei. Ja, stort sett kan ein bruka eigenproduserte nøklar - men Vegvesen har ei lagt inn ei begrensning i sine løysingar der ein må har virksomhetssertifikat."
"Hei, vi får feilmelding i Maskinporten ved henting av token. Gjelder skatteintegrasjon. Er det noen som kan bistå?","Hei. Me treng trace_ID eller client_ID for å feilsøka. Fint om du òg har JWT-requesten, så kan me sjå enno nærare på saka."
Jeg trenger tilgang til å lage en integrasjon for NEsbyen kommune i Maskinporten. Hvordan løser man det?,Hei. Alle med @nesbyen.kommune.no kan logge inn i Samarbeidsportalen med skrivetilgang i test og lesetilgang i prod. Dersom de skal opprette integrasjonar i prod treng rettigheter i Altinn: https://docs.digdir.no/docs/Maskinporten/maskinporten_sjolvbetjening_web.html#tilgang-i-produksjonsmilj%C3%B8
Jeg har noen tilbakemeldinger vedrørende Søkeresultat : https://eur03.safelinks.protection.outlook.com/?url=https%3A%2F%2Fdocs.digdir.no%2Fassets%2Fsearch.html%3Fquery%3D&data=05%7C02%7Cservicedesk%40digdir.no%7C1be4547a3d1e400aef1808dc6ac40c99%7C008e560f08af4ceca056b35447503991%7C0%7C0%7C638502637597590324%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C40000%7C%7C%7C&sdata=wOPTg9xc%2B363zr0004kJhj68jhzTlMS7pEGETzA9KKE%3D&reserved=0,"Hei. Takk for at du kommer med tilbakemelding til våre tekniske sider, men skjønner ikke hva du vil frem til i e-posten din? Kan du beskrive hva du ønsker å melde om?"
"Hei, Jeg har problemer med å få tak i underenhet i Samarbeidsportalen.Jeg skal registrere en integrasjon med Maskinporten på underenhet og når jeg logger på Samarbeidsportalen ligger denne der. Når jeg går videre på Digitaliseringsdirektoratet, så ligger kun hovedenhet der.Alle våre tillatelser med Tollvesenet er registrert på underenhet. Hva gjør jeg feil ? Jeg har tilgang i Altinn til både hoved og underenhet. I Samarbeidsportalen ligger korrekt underenhet.   Går på Selvbetjening, Produksjon og Integrasjoner.Ny webside hvor jeg må logge på med Bank ID.Da kommer kun hovedenhet opp. Jeg kan ikke velge underenhet. Underenhet er den som har «Scopes» jeg kan benytte for Toll på Maskinporten.  Mangler jeg noe tilgang ?",Hei. Kva rettighetar har du fått delegert? Her er ei oversikt over kva du treng for å få tilgang: https://docs.digdir.no/docs/Maskinporten/maskinporten_sjolvbetjening_web.html#tilgang-i-produksjonsmilj%C3%B8
Hei!Vi skal opprette noen testintegrasjoner for et testmiljø av nytt barnevernsystem modulus barn. Da ser vi i henhold til veiledningen at disse testintegrasjonene skal opprettes på https://login.test.idporten.no/Men ingen av oss i Horten kommune har tilgang inn hit. Vi kommer ikke så langt ved å logge inn med en fiktiv testperson heller.Er det meningen vi skal ha en bruker slik som i produksjonsmiljøet og dermed opprette testintegrasjoner knyttet til oss? Der jeg har behov for å logge inn på er https://forvaltning.fiks.test.ks.no/For å sette opp testintegrasjoner. Men kan ikke se at jeg har noen bruker her (Jeg har administratorbruker i prodmiljøet). Når jeg forsøker å logge inn i testportalen med BankID App så blir jeg bare bedt om å taste inn en engangskode.,"Testbrukarar kan de henta her: https://www.skatteetaten.no/skjema/testdata/ Ellers har ikkje me noko særleg oversikt over tilgang til KS sine system, eventuelt må du kontakte dei direkte. URLen du refererer til frå oss (https://login.test.idporten.no/) er eit endepunkt, og det er ikkje mogleg å logge inn ved å følge denne lenka direkte."
"""Bruksvilkår for private virksomheter"" skal signeres, men lurer på om den som signerer må være en som har juridisk signeringsrett for firmaet, eller om jeg i kraft av min rolle kan signere.",Hei! Det må ikkje vere ein juridisk person som skal signere.
"Hei ! Jeg jobber i TheVIT (orgnr 929681452). Jeg skal skaffe en api-nøkkel slik at vi kan lese meldinger i TheVIT sin altinn innboks, i første omgang sykmeldinger. Jeg har logget inn i samarbeidsportalen , men det ser ut som jeg er koblet til feil virksomhet. Det neste jeg skal gjøre nå er å signere brukervilkårene, men som du ser så er jeg blitt koblet til Flå kommune",Hei. Kan du forsøke å logge ut og inn igjen no? Ein mogleg bug her. Takk for tilbakemelding!
"Hei Er det mulig å få snakket med noen per telefon angående oppstart av Maskinporten? Eventuelt få satt opp et møte om hvordan vi kommer i gang?, ""Hei.   Dessverre er me ikkje rigga for det.   Guide for API-konsumenter","samt anna dokumentasjon finn de her: https://docs.digdir.no/docs/Maskinporten/maskinporten_guide_apikonsument   For å logge inn i sjølvbetjeninga må de logge inn / registrere dykk på https://minside-samarbeid.digdir.no/   Korleis integrasjonen skal sjå ut kjem an på kva løysing de skal setja opp. Dei fleste tilbydarar har god dokumentasjon på dette."""
"Hei,  Hva skal til for å få tilgang til selvbetjeningsapiet - slik at jeg kan opprette en klient Det gjelder kun test i første omgang :)","Hei! De kan søke om å benytte dykk av fellesløysingane ved å gå til https://samarbeid.digdir.no/, velge fellesløysinga de ønsker å ta i bruk - og fylle ut informasjonsskjema."
"Hi, OPSIS AB would like to set up an account to be able to report air quality measurements on behalf of our clients, mostly municipalities in Norway. I have just used your form, but maybe I should have contact Digdit through email instead?","Hi! To apply for access to our solutions go to https://samarbeid.digdir.no/, choose the solution you want to use and fill inn the informationform."
"024-04-26 16:30:55] [ Ekstern e-post ] Hei, fikk ikke med meg oppfølgingen av denne. Beklager det. Saken er resolved både sett fra deres og vår side, men kommer allikevel med et alt for sent svar her. Disse hadde tidligere ligget riktig ja. Antar at denne endringen/feilen hadde oppstått ganske nært i tid som ble gjort oppmerksom på det fra kunden. I utgangspunktet var min oppfatning at navnet som dukket opp i integrasjonen var knyttet til det offisielle navnet for foretaket tilknyttet det orgnummeret onBehalf elementet er satt til, og ikke det «friendly» navnet man har gitt OnBehalfIntegrasjonen i samarbeidsportalen. Kort etter at jeg opprettet support-ticketen fant jeg uansett ut at så fort vi slettet alle onBehalf med feilaktig navn og opprettet de på nytt med ønsket navn så ble det justert. At  7 av disse onBehalf’ene plutselig byttet navn til noe helt urelatert, tilfeldig navn knyttet til helt andre organisasjoner, er nok noe som oppstod på deres side. Ingen hos oss som eksplisitt har endret til disse i Samarbeidsportalen. Til det var navn-verdiene på disse 7 alt for obskure. Uansett, vi fant jo ut hvordan vi fikset opp i dette på egen hånd. «Feilen» har ikke kommet tilbake, og vi er i hvert fall nå klar over at vi selv kan styre denne navnverdien. Som er nyttig hvis noen av kundene bytter navn, eller ønsker å operere med noe som skiller seg fra juridisk navn i Brønnøysundregisteret.",Takk for tilbakemelding. Eg skal ta den med vidare.Me har i utgangspunktet eit oppslag mot Brønnøysundregistra som skal skje automatisk på orgnummer. Mulig det var noko som gjekk feil der.
"Hei, Lea Bank skal ta i bruk maskinporten for nytt scope bits:kundeforhold.write, og får error på https://test.maskinporten.no/token: ""error"": ""invalid_grant"",""error_description"": ""Invalid assertion. Client authentication failed. Invalid JWT. The client requires pre-registered jwk and no key identifier (kid) provided (trace_id: 89eadf24c4bd26577a5f3d3ae04acab8)""  Det de sender er:aud: https://test.maskinporten.no/iss: cce50db9-e9d2-45ae-9250-016689f0f0f5scope: bits:kundeforhold.writeiat: utc nowexp: utc now + 2 minjti: new GUID Ser dere hva som kan være feilen? Her er screenshot av klienten: Jeg ser at de har satt opp dette scopet i samme integrasjon som SBL, burde denne være i egen klient? Ser dere hva feilen er?  Vennlig hilsen Astrid YtrehornRådgiver – DSOPTlf: +47 95137594E-post: astrid.ytrehorn@bits.no",Hei! Kan KID verdien i JWT vere feil?Sender du oss eit døme på ein jwt?
